ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
697.2,0.6625,1505000,7.856,98670,0.7246,3189,1.402,28470,0.5473,2134000,0.1944,12.59,0.5789
747.2,0.6732,405800,7.87,27910,0.9665,4532,1.048,12320,0.7352,5176000,0.1785,17.79,0.6258
701.1,0.6595,113000,3.054,6272,1.625,3880,1.226,3721,1.277,1.21E+09,0.1192,14.73,0.7581
766,0.6437,37740000,0.4825,21000,1.046,5442,1.019,7028,0.8967,581600000,0.1312,21.01,0.6384
722.5,0.6858,80750000,0.3118,127100,0.6952,5442,1.019,13310,0.6547,969800000,0.1369,21.03,0.6148
645.9,0.6524,4.67E+09,0.4285,63180,0.6866,5975,1.073,19950,0.603,357600000,0.131,25.18,0.5119
692.4,0.6608,82790,7.034,38300,0.8081,6108,0.8373,149100,0.3875,57990000,0.1589,23,0.4965
669.7,0.704,3938000,5.985,11460,1.209,5633,0.896,103100,0.4273,145300000,0.1363,16.72,0.8275
704.3,0.6747,108500,6.979,9702,1.248,5633,0.896,38080,0.5293,271100,0.2565,30.82,0.4582
772.4,0.615,72990,6.636,312600,0.6034,5633,0.896,26200,0.5443,27620,0.358,17.84,0.4927
708.2,0.6911,32340000,2.86,236000,0.6325,5633,0.896,16270,0.6667,57800,0.3239,15.15,0.6577
731.4,0.6743,3798000,7.529,236000,0.6325,1655,2.058,4587,1.045,139000,0.2503,19.64,0.7153
714.7,0.683,3554,5.295,557000,0.5238,1009,7.305,5652,0.8995,227400,0.2612,14.24,0.5695
772.4,0.6426,13500000,2.846,557000,0.5238,1023,7.098,18280,0.6495,43970,0.3132,18.9,0.5496
755.7,0.6454,63410,9.038,176700,0.6506,1093,6.127,5017,1.02,6519000,0.1684,19.98,0.7363
680.7,0.662,1.20E+09,5.145,376700,0.5188,1321,3.601,5365,1.028,6720,0.5584,15.07,0.5405
707.5,0.6762,135700,1.554,68690,0.6813,1351,3.34,7804,0.7375,11630,0.4997,40.54,0.5003
668.3,0.7081,22410,4.738,14180,1.25,1986,2.236,7335,0.855,86760,0.3865,21.25,0.6577
677.3,0.6947,26080000,3.101,51620,0.7911,1741,2.453,14220,0.6906,144100,0.23,21.04,0.4502
659.3,0.6935,187500,2.55,51620,0.7911,1746,2.513,15270,0.6112,220500000,0.1329,19.31,0.5791
685.6,0.659,23500,7.153,272500,0.5967,3655,1.134,11830,0.724,14830,0.4398,15.93,0.5645
733.3,0.6889,66340000,9.691,217800,0.5607,1293,4.165,9092,0.8239,2071000,0.2114,17.33,0.5322
678,0.6663,66340000,9.691,217800,0.5607,2913,1.525,38360,0.5053,8780000,0.1705,16.06,0.5544
701.4,0.6905,28380000,7.623,43430,0.9672,1871,2.36,30860,0.515,363100,0.2736,17.96,0.5892
773.9,0.615,1.30E+08,8.153,75090,0.7399,1252,3.996,15540,0.6863,123400000,0.1752,15.52,0.6364
689,0.69,13650000,5.684,1289000,0.5563,1648,2.123,12130,0.6882,13750000,0.1537,21.74,0.5245
726.9,0.6588,201800,4.041,42820000,0.3303,1315,3.475,16180,0.6977,1.12E+09,0.1228,10.79,0.4773
680.6,0.6306,1228000,2.441,11370000,0.4038,1135,5.391,119800,0.4131,75200,0.2539,16.01,0.5214
679.3,0.6756,54820,3.648,20300,1.099,1081,4.699,197100,0.3492,64840,0.323,18.21,0.5546
570.4,0.7294,425100,1.53,8273,1.547,1387,3.769,283700,0.3887,18790,0.4081,18.2,0.5394
652.3,0.6489,20820,3.502,11160,1.456,1192,4.488,365900,0.3253,141500000,0.143,16.44,0.5823
682.9,0.6755,221400,2.62,125200,0.7682,1658,2.798,293900,0.3758,31570,0.3494,9.249,0.5175
720.3,0.6689,868600,8.584,1870,4.421,2271,1.498,425600,0.328,104300,0.3117,21.35,0.6539
729.6,0.6886,7224,2.903,1779,4.639,1113,5.89,275900,0.3672,1079000,0.2281,18.51,0.609
708.8,0.63,133600000,1.417,1779,4.639,1611,2.445,67860,0.4793,244300,0.2572,27.39,0.78
710.5,0.6688,1.91E+09,0.8042,1779,4.639,1179,4.616,50270,0.5136,78680,0.333,15.8,0.602
745.5,0.6834,1137000,2.483,1707,4.494,1593,2.285,9633,0.8353,183400,0.2598,16.18,0.5133
643,0.6847,5.50E+09,2.753,1721,4.95,1082,6.577,19760,0.6802,412000,0.2296,13.22,0.6316
706.9,0.7154,153700,7.521,1782,4.647,1059,7.331,12470,0.7728,57170,0.3079,24.54,0.7198
702.3,0.6906,3551000,5.002,1782,4.647,8879,0.8977,31650,0.5305,8738000,0.1754,14.39,0.7225
650.3,0.713,9.38E+09,0.2777,1573,5.156,3053,1.299,21980,0.6203,2311000,0.1884,14.3,0.5868
644.4,0.6911,1.08E+09,1.659,1573,5.156,1046,6.908,11040,0.749,58390,0.273,19.37,0.5031
693.7,0.6644,4.06E+09,6.76,1573,5.156,1046,6.908,26000,0.6246,9159000,0.1503,29.1,0.5602
736.4,0.6549,5667,7.171,1573,5.156,1272,4.288,66540,0.4536,518200,0.2482,18.69,0.5687
641.3,0.6902,6.32E+09,5.915,1573,5.156,1257,4.474,67160,0.4718,889800,0.2284,16.45,0.7384
715.4,0.6385,3213000,3.597,1539,5.555,1027,6.856,5097,0.9806,16670000,0.1752,21.15,0.708
785,0.6253,81420000,1.643,1539,5.555,3474,1.149,4938,1.11,228700,0.2559,15.98,0.6593
746.8,0.6415,326100000,2.116,1407,5.576,3474,1.149,3913,1.186,28960,0.3298,19.46,0.5048
685.6,0.65,3.44E+09,3.925,1407,5.576,1518,2.793,3613,1.243,18190,0.3941,17.81,0.5683
730.8,0.6899,169400,8.902,1620,5.096,1552,2.729,3915,1.205,33980,0.3401,19.48,0.6301
707.4,0.6192,1.00E+06,9.493,1620,5.096,1236,4.38,3468,1.311,78230,0.3378,7.766,0.4536
653.3,0.6376,331700,1.003,1620,5.096,1224,5.346,3472,1.308,79230,0.3348,20.16,0.5948
619.3,0.6598,40770000,1.418,1620,5.096,1201,5.276,3680,1.27,4287000,0.2061,15.68,0.6275
714.7,0.7124,38390000,0.6249,1704,4.971,1639,2.343,3711,1.236,56200000,0.1503,21.92,0.495
639.5,0.6725,45740000,9.869,1571,5.181,1184,4.715,3989,1.364,642700,0.2488,16.01,0.5995
686.8,0.7094,35490000,3.896,1558,5.489,1482,2.93,2898,1.449,158500,0.3254,15.82,0.6738
708.4,0.6273,3.45E+09,1.42,1341,6.687,1291,4.051,2574,1.554,10920000,0.1545,15.86,0.5257
680.4,0.6324,55860,4.788,1363,6.43,1593,2.454,3617,1.282,25770000,0.1672,16.98,0.546
611.7,0.7444,1122000,5.183,1363,6.43,1858,2.418,2759,1.506,35960,0.363,15.83,0.7194
596.6,0.6452,24380000,2.544,1363,6.43,1287,3.791,5650,1.032,53780,0.3397,11.35,0.6082
661,0.7351,285500,1.04,1363,6.43,1330,3.504,118000,0.3629,1321000,0.2039,25.54,0.6359
738.2,0.6215,3.00E+05,9.069,1424,5.801,2438,1.508,11150,0.6791,526900000,0.1198,21.93,0.5984
697.6,0.6424,42290,5.323,3077,2.792,1291,3.35,25240,0.5704,70970,0.3126,15.57,0.3832
675.8,0.6184,290400,2.13,3037,2.796,2177,1.831,11320,0.7538,716300,0.2172,22.82,0.577
715.1,0.6293,4015000,5.846,32800,0.823,2434,1.797,5183,0.9826,91270,0.2775,15.47,0.6876
714.9,0.6334,27980,2.467,12120,1.541,2573,1.477,9820,0.7764,78480,0.3315,17.62,0.5705
634.3,0.6408,26650,2.445,17560,1.165,2400,1.725,12680,0.6692,462500,0.2203,24.75,0.5273
679.5,0.6686,301800000,0.2971,7045,1.639,2406,1.601,8412,0.9402,363300,0.2506,22.98,0.5436
680.3,0.6134,673200,9.649,77770,0.8055,2406,1.601,3546,1.11,10690,0.4267,12.65,0.6911
677.9,0.7157,2.40E+09,6.344,43990,0.7765,1453,3.233,5295,1.027,40670,0.4051,17.04,0.59
647.1,0.6874,2141000,3.857,738500,0.641,996.2,8.323,38930,0.5274,203400,0.2636,17.62,0.5912
629.4,0.7169,34770000,5.03,455900,0.5127,996.2,8.323,405100,0.3324,11230,0.5213,16.29,0.4504
672.3,0.7134,2.25E+09,9.244,1158000,0.4419,961,9.17,466600,0.3223,445300,0.2747,29.46,0.5897
622.7,0.627,2.34E+09,1.559,1084000,0.4852,961,9.17,427500,0.34,84760,0.3231,24.5,0.6147
664.1,0.7174,5339,9.121,1084000,0.4852,961,9.17,16630,0.5996,19300,0.4407,20.81,0.5369
692.8,0.6811,1.76E+09,9.528,1452000,0.4383,961,9.17,60570,0.5039,11400,0.5112,14.85,0.5769
688.3,0.6956,3953,9.08,576100,0.5244,961,9.17,73240,0.4631,6419,0.5989,23.57,0.5981
666,0.687,1.25E+09,2.115,2291,3.379,985.3,9.431,58590,0.4893,19220,0.5572,17.09,0.9545
780.4,0.6541,5791000,1.976,2837,3.082,1063,6.736,15750,0.7415,483900,0.2971,14.39,0.7023
727.7,0.6458,1637,9.846,79460,0.6606,1018,7.485,6067,1.086,10840,0.387,15.16,0.7637
706.2,0.639,59610,1.486,246900,0.6136,1121,6.596,57600,0.5396,18880,0.4168,15.22,0.5638
691,0.6805,38250,2.131,36300,1.034,989.3,9.629,11580,0.701,25470,0.3524,17.77,0.6296
763.6,0.6383,25880,3.92,55630,0.7307,989.3,9.629,10040,0.8015,33260,0.39,16.11,0.5743
759.6,0.6868,244800,2.05,123000,0.8358,1001,8.942,19290,0.6436,24080,0.3868,9.384,0.4641
695.4,0.6769,13310000,6.451,29500,0.928,1001,8.942,7911,0.8553,32790,0.4209,11.45,0.5706
667,0.6832,2217,8.542,330400,0.5409,972.7,9.701,25660,0.6778,4395000,0.1855,23.97,0.6787
769.9,0.6162,34530,7.865,25510,0.902,972.7,9.701,8673,0.7691,398700,0.2171,17.19,0.556
644.6,0.6289,1.25E+09,8.62,32040,0.8733,972.7,9.701,31180,0.5334,7397000,0.1786,26.13,0.5482
694.1,0.6573,28670,8.844,27030,0.936,1090,6.201,21560,0.6504,1043000,0.2592,18.08,0.4859
707.7,0.6487,1003000,8.888,64060,0.8607,1186,4.821,9263,0.7476,288700,0.2208,14.48,0.4583
