hERG_IC50,hERG_h,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h
18.51,0.5851,700.4,0.6601,1e+10,0.2409,399800,0.5431,4803,1.015,20060,0.6011,239900,0.2559
