hERG_IC50,hERG_h,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h
6490,0.8357,41850,6.143,1e+10,0.3298,36150000,0.5191,68770,1.425,7884,0.945,439900,0.5909
