ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
265300,1.447,178600,9.496,41740,6.847,43420,2.415,7905,0.9957,638900,0.5338,5983,0.7648
59420000,3.238,1.46E+09,7.108,45820,5.765,116100,1.172,6671,0.8347,437800,0.5787,6609,0.9826
5136000,7.697,7411000,1.14,47870,5.499,138800,1,6700,1.357,207900,0.8432,7102,0.7497
77450000,9.994,1049000,8.533,47870,5.499,39640,2.933,6200,1.075,484100,0.574,6334,0.7764
273900,7.097,4758000,5.543,65580,3.26,39640,2.77,8867,0.953,257100,0.7966,6747,0.8506
440400,1.351,3858000,3.818,979200000,0.3579,35670,3.222,7372,1.007,769700,0.4977,8236,0.9082
159400,5.284,145400,2.192,384500000,0.4277,29750,5.919,7902,0.8134,1269000,0.435,5586,0.865
114700,6.974,255100,2.346,432300000,0.3981,36930,3.348,8371,0.8853,406500,0.6865,7104,0.9226
51420000,1.264,87120000,0.891,432300000,0.3981,45340,2.232,7764,0.9698,1950000,0.4082,4756,0.8189
599300000,0.4384,14620000,1.724,67870000,0.4724,65770,1.498,8510,1.086,324400,0.6338,5666,0.9308
599300000,0.4384,7.13E+09,7.076,67870000,0.4724,88600,1.298,9019,0.702,315400,0.6181,5048,0.9622
65490000,0.5847,2331000,6.396,272800000,0.4062,108200,1.211,6930,0.9765,1275000,0.4314,7371,0.7618
376300000,0.5279,5.13E+09,7.62,140700000,0.5008,95570,1.149,8078,0.9355,243900,0.7703,6796,0.8936
190400000,8.412,126500,4.392,1220000,0.8421,50130,2.228,9140,0.9497,388500,0.5662,6660,0.9707
92220000,4.261,1.01E+09,7.102,2194000,0.7585,47950,2.45,9743,1.032,4994000,0.3138,6851,0.8004
54890,4.681,101800,5.024,1858000,0.8351,44120,1.993,7742,1.014,3099000,0.3873,5491,1.025
66440,3.241,315100000,9.844,1858000,0.8351,37610,2.865,8100,0.923,1557000,0.3929,7860,0.7849
47760000,5.273,4432000,4.941,4408000,0.7763,94440,1.253,9414,0.8668,887500,0.5534,5852,0.7723
1.50E+09,0.744,412200000,0.9971,16980000,0.6173,66480,1.462,7948,0.8065,284500,0.7703,6087,0.9035
2265000,6.909,2.52E+08,9.051,8515000,0.7202,74840,1.257,6749,0.8865,327800,0.6705,6146,0.8835
109600,2.587,1842000,5.325,518000,1.193,87110,1.116,7385,0.9893,433600,0.6114,6111,0.7466
139900,2.175,23890000,1.208,200600,1.819,94590,1.116,7365,0.9467,385200,0.5969,7145,0.7661
139900,2.175,3734000,1.297,200400,1.97,82930,1.436,6836,1.311,271900,0.6665,6595,1.016
128500,2.302,80490,6.501,1.07E+09,0.3534,69430,1.615,7629,0.9272,420000,0.6022,6305,0.8094
128500,2.302,562100000,3.857,782900,9.304,61590,1.557,8631,0.7237,392600,0.6013,4730,0.8494
135400,4.335,352500000,4.057,137300,9.517,38960,2.794,7589,0.9957,288500,0.6913,6885,0.898
104300000,2.629,97350,5.28,39220,9.493,45930,2.112,6803,1.07,476000,0.6109,6581,0.8171
