hERG_IC50,hERG_h,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h
498.6,1.096,201.8,1.097,1e+10,0.2193,1e+10,0.2019,1e+10,0.3336,7028,1.031,13430,0.8222
