hERG_IC50,hERG_h,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h
1.462,0.634,260.3,1.163,394.3,0.765,813300000,0.2709,380.5,0.892,753100,0.2597,18.82,0.7712
