hERG_IC50,hERG_h,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h
1492,0.9593,22550,0.7526,40250,4.987,569800,0.6534,57670,1.02,19180,1.035,1023000,0.9891
