ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
31430,0.7671,34730,6.143,608700,0.6107,52120,0.916,24550,0.778,63380,2.892,1402,1.267
27480,0.8353,60290,3.136,320800,0.7782,46570,1.401,21640,1.109,46950,4.915,1825,1.084
19010,0.8637,210200,1.476,473900,0.7131,40540,2.113,18960,1.068,69160,5.988,1467,0.9267
22670,0.8274,169300,1.592,1005000,0.5621,31410,2.958,19910,0.9559,439700,6.199,1364,1.15
22340,0.8479,138500,2.175,340700,0.7889,23030,3.769,18880,1.237,378900,2.501,1037,1.003
24370,0.7331,240300,1.45,169800,0.9689,23350,9.613,18040,1.136,61500,4.627,1251,0.8659
21620,0.7344,52270,3.826,555100,0.6585,21790,9.737,18680,1.163,2703000,1.406,1284,1.014
20010,0.8844,45600,3.99,1218000,0.5452,23730,8.124,19380,0.9724,265500,5.888,1548,0.7781
24050,0.8215,49670,4.219,208900,0.9199,32980,2.588,17360,1.065,107600,2.764,1613,0.9566
21310,0.6483,654400,0.9728,279200,0.8501,32920,2.069,19370,1.264,145200,2.165,1430,1.174
20880,0.7798,654400,0.9728,1028000,0.5364,24040,6.835,16140,1.074,193600,1.899,1059,0.7861
28330,0.6216,505000,1.024,409400,0.6953,23080,7.561,18060,1.086,451100,1.093,1520,0.8698
19840,0.9463,919800,0.9541,444800,0.7456,47820,1.723,15710,1.188,100100,2.842,1325,0.9584
19890,0.9109,1459000,0.8733,155800,1.034,62760,1.013,21750,1.086,45020000,0.5136,1523,1.085
